,Unnamed: 0,Time,TimeRedundant,X,Y,Z
0,0,1525657255.508063,1525657255.508063,0.001664,0.00534,-0.039401
1,1,1525657255.5161538,1525657255.5161538,-0.003761,0.021355,-0.049978
2,2,1525657255.5261679,1525657255.5261679,-0.015509,0.021405,-0.050899
3,3,1525657255.5362039,1525657255.5362039,-0.029323,0.027857,-0.047537
4,4,1525657255.5466974,1525657255.5466974,-0.037763,0.050273000000000005,-0.04424
5,5,1525657255.556165,1525657255.556165,-0.037603,0.061992,-0.033598
6,6,1525657255.566052,1525657255.566052,-0.034313,0.07689700000000001,-0.02938
7,7,1525657255.576068,1525657255.576068,-0.027951,0.082201,-0.033714999999999995
8,8,1525657255.586093,1525657255.586093,-0.023783,0.06833,-0.039088
9,9,1525657255.595893,1525657255.595893,-0.013141,0.057627,-0.039219
10,10,1525657255.606042,1525657255.606042,-0.006798,0.055470000000000005,-0.043554
11,11,1525657255.616118,1525657255.616118,-0.006862999999999999,0.044814,-0.046746
12,12,1525657255.625942,1525657255.625942,-0.018649,0.035273,-0.048731
13,13,1525657255.638084,1525657255.638084,-0.027171,0.035308,-0.047563
14,14,1525657255.645892,1525657255.645892,-0.019606,0.037405,-0.040205
15,15,1525657255.6560779,1525657255.6560779,-0.016387,0.039522,-0.03918
16,16,1525657255.665804,1525657255.665804,-0.011084,0.037369,-0.041373
17,17,1525657255.67564,1525657255.67564,-0.010004,0.037364,-0.040322
18,18,1525657255.687664,1525657255.687664,-0.014303,0.04591,-0.044527
19,19,1525657255.695605,1525657255.695605,-0.027228,0.049168,-0.055012
20,20,1525657255.705599,1525657255.705599,-0.036735,0.0556,-0.048509
21,21,1525657255.71563,1525657255.71563,-0.047255,0.0631,-0.037737
22,22,1525657255.726152,1525657255.726152,-0.041789,0.084391,-0.031417
23,23,1525657255.735828,1525657255.735828,-0.033102,0.087546,-0.019815
24,24,1525657255.745569,1525657255.745569,-0.026717,0.086453,-0.020958
25,25,1525657255.7555392,1525657255.7555392,-0.025585,0.081117,-0.014586000000000003
26,26,1525657255.765544,1525657255.765544,-0.030787,0.071541,-0.00175
27,27,1525657255.775486,1525657255.775486,-0.040402,0.055593,0.000496
28,28,1525657255.7859259,1525657255.7859259,-0.057624,0.036486000000000005,-0.007809
29,29,1525657255.795599,1525657255.795599,-0.068393,0.017349,-0.011935
30,30,1525657255.805608,1525657255.805608,-0.07166499999999999,-0.000755,-0.014024000000000002
31,31,1525657255.81595,1525657255.81595,-0.077122,-0.002859,-0.023537
32,32,1525657255.825837,1525657255.825837,-0.082385,0.02061,-0.022408
33,33,1525657255.836082,1525657255.836082,-0.085448,0.054727,-0.018112
34,34,1525657255.8458061,1525657255.8458061,-0.08116699999999999,0.070697,-0.020292
35,35,1525657255.85709,1525657255.85709,-0.07584500000000001,0.081334,-0.02355
36,36,1525657255.865725,1525657255.865725,-0.066112,0.091947,-0.015154
37,37,1525657255.875673,1525657255.875673,-0.055356,0.111085,-0.012092
38,38,1525657255.885831,1525657255.885831,-0.047935000000000005,0.129175,-0.019633
